Table 78,,,,,,
Full-time Law Enforcement Employees ,,,,,,
"by State by City, 2006",,,,,,
State,City,Total law enforcement employees,Total officers,Total civilians,,
,Walnut Creek,2,2,0,,
,Warrenton,6,5,1,,
,Warsaw,14,10,4,,
,Washington,42,33,9,,
,Waxhaw,13,12,1,,
,Waynesville,36,30,6,,
,Weaverville,14,13,1,,
,Weldon,8,6,2,,
,Wendell,17,15,2,,
,West Jefferson,7,7,0,,
,Whispering Pines,8,7,1,,
,Whitakers,3,3,0,,
,White Lake,5,5,0,,
,Whiteville,23,19,4,,
,Wilkesboro,19,17,2,,
,Williamston,20,19,1,,
,Wilmington,299,240,59,,
,Wilson,129,108,21,,
,Windsor,8,8,0,,
,Wingate,7,7,0,,
,Winston-Salem,627,485,142,,
,Winterville,20,19,1,,
,Winton,1,1,0,,
,Woodfin,11,11,0,,
,Woodland,1,1,0,,
,Wrightsville Beach,28,23,5,,
,Yadkinville,12,11,1,,
,Yanceyville,6,6,0,,
,Youngsville,8,7,1,,
,Zebulon,21,20,1,,
NORTH DAKOTA,Beulah,6,5,1,,
,Bismarck,114,88,26,,
,Bowman,4,3,1,,
,Carrington,4,4,0,,
,Cavalier,4,4,0,,
,Crosby,2,2,0,,
,Devils Lake,18,16,2,,
,Dickinson,40,27,13,,
,Emerado,1,1,0,,
,Fargo,144,126,18,,
,Fessenden,1,1,0,,
,Grafton,10,9,1,,
,Grand Forks,94,79,15,,
,Harvey,3,3,0,,
,Hazen,4,4,0,,
,Hillsboro,2,2,0,,
,Jamestown,32,28,4,,
,Lamoure,2,2,0,,
,Larimore,2,2,0,,
,Lincoln,2,2,0,,
,Linton,1,1,0,,
,Lisbon,3,3,0,,
,Mandan,36,27,9,,
,Mayville,3,3,0,,
,Minot,81,60,21,,
,Northwood,2,2,0,,
,Oakes,2,2,0,,
,Rolla,3,3,0,,
,Rugby,4,4,0,,
,Steele,1,1,0,,
,Thompson,1,1,0,,
,Valley City,19,13,6,,
,Wahpeton,16,14,2,,
,Watford City,4,4,0,,
,West Fargo,43,30,13,,
,Williston,30,22,8,,
OHIO,Ada,11,8,3,,
,Addyston,1,1,0,,
,Akron,496,453,43,,
,Alliance,52,39,13,,
,Amberley Village,20,16,4,,
,Amelia,7,6,1,,
,Amherst,26,20,6,,
,Amsterdam,1,1,0,,
,Ansonia,2,2,0,,
,Arcanum,4,4,0,,
,Archbold,8,8,0,,
,Ashland,39,30,9,,
,Ashtabula,35,31,4,,
,Ashville,6,6,0,,
,Athens,34,26,8,,
,Aurora,32,25,7,,
,Austintown,44,36,8,,
,Avon,34,27,7,,
,Avon Lake,34,29,5,,
,Bainbridge Township,26,18,8,,
,Baltimore,1,1,0,,
,Barberton,52,40,12,,
,Barnesville,11,7,4,,
,Batavia,4,4,0,,
,"Bath Township, Summit County",28,20,8,,
,Bay Village,28,24,4,,
,Beachwood,56,43,13,,
,Beavercreek,65,48,17,,
,Beaver Township,16,12,4,,
,Bedford,43,33,10,,
,Bedford Heights,63,32,31,,
,Bellaire,11,11,0,,
,Bellbrook,17,12,5,,
,Bellefontaine,30,23,7,,
,Bellevue,18,14,4,,
,Bellville,5,5,0,,
,Bentleyville Village,5,5,0,,
,Bethel,13,12,1,,
,Bethesda,1,1,0,,
,Bettsville,1,1,0,,
,Beverly,2,2,0,,
,Bexley,35,28,7,,
,Blanchester,6,6,0,,
,Blendon Township,12,11,1,,
,Bluffton,6,6,0,,
,Boardman,79,61,18,,
,Bowling Green,57,42,15,,
,Bradford,2,2,0,,
,Bratenahl,14,11,3,,
,Brecksville,38,31,7,,
,Brewster,4,4,0,,
,Brimfield Township,13,12,1,,
,Broadview Heights,44,31,13,,
,Brookfield Township,9,8,1,,
,Brooklyn,40,32,8,,
,Brooklyn Heights,17,17,0,,
,Brook Park,55,44,11,,
,Brookville,16,11,5,,
,Brunswick,54,39,15,,
,Bryan,26,18,8,,
,Buckeye Lake,4,4,0,,
,Bucyrus,22,18,4,,
,Burton,3,3,0,,
,Butler Township,16,15,1,,
,Cadiz,6,6,0,,
,Cambridge,29,23,6,,
,Canal Fulton,9,8,1,,
,Canfield,20,14,6,,
,Canton,214,176,38,,
,Carey,11,7,4,,
,Carlisle,8,7,1,,
,Carrollton,8,8,0,,
,Celina,22,16,6,,
,Centerville,53,40,13,,
,Chagrin Falls,19,11,8,,
,Champion Township,10,9,1,,
,Chardon,16,10,6,,
,Chester Township,14,13,1,,
,Cheviot,10,10,0,,
,Chillicothe,50,44,6,,
,Cincinnati,"1,335","1,086",249,,
,Circleville,32,24,8,,
,Clayton,15,15,0,,
,Clearcreek Township,11,11,0,,
,Cleveland,"1,962","1,591",371,,
,Cleveland Heights,121,109,12,,
,Cleves,3,3,0,,
,Clinton Township,10,9,1,,
,Clyde,18,14,4,,
,Coitsville Township,2,2,0,,
,Coldwater,6,6,0,,
,Columbiana,16,12,4,,
,Columbus,"2,178","1,829",349,,
,Conneaut,25,19,6,,
,Copley Township,27,20,7,,
,Cortland,10,10,0,,
,Covington,6,5,1,,
,Crestline,12,8,4,,
,Creston,3,2,1,,
,Cridersville,3,3,0,,
,Crooksville,6,5,1,,
,Cuyahoga Falls,116,93,23,,
,Dalton,1,1,0,,
,Danville,2,2,0,,
,Defiance,30,27,3,,
,Delaware,64,47,17,,
,Delhi Township,32,29,3,,
,Delphos,18,14,4,,
,Delta,6,6,0,,
,Dennison,4,4,0,,
,Deshler,2,2,0,,
,Donnelsville,1,1,0,,
,Dover,22,21,1,,
,Doylestown,7,6,1,,
,Dublin,89,67,22,,
,Eastlake,48,34,14,,
,East Liverpool,23,18,5,,
,East Palestine,8,6,2,,
,Eaton,20,14,6,,
,Edgerton,4,4,0,,
,Elida,2,1,1,,
,Elyria,131,86,45,,
,Englewood,24,19,5,,
,Euclid,150,96,54,,
,Evendale,22,20,2,,
,Fairborn,58,42,16,,
,Fairfax,9,8,1,,
,Fairfield,80,60,20,,
,Fairfield Township,16,15,1,,
,Fairlawn,33,23,10,,
,Fairport Harbor,8,7,1,,
,Fairview Park,27,26,1,,
,Fayette,2,2,0,,
,Findlay,92,73,19,,
,Forest,2,2,0,,
,Forest Park,41,34,7,,
,Fort Recovery,1,1,0,,
,Fort Shawnee,5,4,1,,
,Franklin,32,25,7,,
,Fremont,40,33,7,,
,Gahanna,71,57,14,,
,Galion,19,14,5,,
,Gallipolis,13,12,1,,
,Garfield Heights,80,61,19,,
,Gates Mills,16,12,4,,
,Geneva,16,12,4,,
,Genoa,4,4,0,,
,Genoa Township,26,24,2,,
,Georgetown,8,8,0,,
,Germantown,16,11,5,,
,"German Township, Montgomery County",5,5,0,,
,Gibsonburg,4,4,0,,
,Girard,16,13,3,,
,Glendale,7,7,0,,
,Gnadenhutten,2,2,0,,
,Golf Manor,10,9,1,,
,"Goshen Township, Clermont County",14,13,1,,
,Grandview Heights,20,16,4,,
,Granville,13,10,3,,
,Greenfield,12,10,2,,
,Greenhills,9,8,1,,
,Greenville,29,22,7,,
,Greenwich,4,4,0,,
,Grove City,77,59,18,,
,Groveport,19,18,1,,
,Hamilton,162,135,27,,
,Hamler-Marion Township,1,1,0,,
,Harrison,24,21,3,,
,Hartville,7,7,0,,
,Heath,25,18,7,,
,Hebron,7,6,1,,
,Hicksville,9,8,1,,
,Highland Heights,29,22,7,,
,Highland Hills,7,7,0,,
,Hilliard,67,50,17,,
,Hillsboro,18,16,2,,
,Hinckley Township,13,10,3,,
,Holgate,1,1,0,,
,Holland,8,8,0,,
,Howland Township,19,18,1,,
,Hubbard Township,7,6,1,,
,Huber Heights,67,50,17,,
,Hudson,36,28,8,,
,Hunting Valley,10,10,0,,
,Huron,19,14,5,,
,Independence,49,35,14,,
,Indian Hill,25,20,5,,
,Ironton,20,15,5,,
,Jackson,22,17,5,,
,"Jackson Township, Mahoning County",3,3,0,,
,"Jackson Township, Montgomery County",6,6,0,,
,"Jackson Township, Stark County",47,39,8,,
,Jefferson,6,5,1,,
,Johnstown,14,10,4,,
,Junction City,1,1,0,,
,Kalida,1,1,0,,
,Kelleys Island,1,1,0,,
,Kent,54,40,14,,
,Kenton,16,16,0,,
,Kettering,111,81,30,,
,Kirtland,14,9,5,,
,Kirtland Hills,9,8,1,,
,Lagrange,5,5,0,,
,Lakemore,6,6,0,,
,Lake Township,15,14,1,,
,Lakewood,109,88,21,,
,Lancaster,82,62,20,,
,Lawrence Township,5,5,0,,
,Lebanon,36,27,9,,
,Leipsic,4,4,0,,
,Lexington,13,9,4,,
,Liberty Township,27,22,5,,
,Lima,104,82,22,,
,Lincoln Heights,8,8,0,,
,Lisbon,10,6,4,,
,Lithopolis,2,2,0,,
,Lockland,14,13,1,,
,Logan,19,17,2,,
,London,19,14,5,,
,Lorain,125,103,22,,
,Lordstown,12,8,4,,
,Louisville,12,9,3,,
,Loveland,20,18,2,,
,Luckey,1,1,0,,
,Lyndhurst,40,31,9,,
,Macedonia,29,22,7,,
,Madeira,13,12,1,,
,"Madison Township, Lake County",19,17,2,,
,Magnolia,2,2,0,,
,Malvern,1,1,0,,
,Mansfield,130,90,40,,
,Maple Heights,48,40,8,,
,Mariemont,11,10,1,,
,Marietta,38,30,8,,
,Marion,80,64,16,,
,Marion Township,2,2,0,,
,Marlboro Township,4,3,1,,
,Martins Ferry,18,14,4,,
,Marysville,34,29,5,,
,Mason,43,39,4,,
,Massillon,49,47,2,,
,Maumee,59,44,15,,
,Mayfield Heights,46,36,10,,
,Mayfield Village,24,16,8,,
,McComb,4,4,0,,
,McConnelsville,3,3,0,,
,Mechanicsburg,3,3,0,,
,Medina,46,36,10,,
,Medina Township,10,9,1,,
,Mentor,113,81,32,,
,Mentor-on-the-Lake,16,11,5,,
,Miamisburg,48,39,9,,
,Miami Township,36,34,2,,
,Middleburg Heights,38,31,7,,
,Middlefield,12,8,4,,
,Middletown,116,78,38,,
,Milford,16,14,2,,
,Millersburg,11,11,0,,
,Minerva,14,9,5,,
,Minerva Park,5,5,0,,
,Mingo Junction,10,9,1,,
,Minster,6,6,0,,
,Mogadore,8,8,0,,
,Monroe,22,17,5,,
,Monroeville,4,4,0,,
,Montgomery,24,21,3,,
,Montpelier,9,8,1,,
,Montville Township,10,10,0,,
,Moraine,43,33,10,,
,Moreland Hills,13,12,1,,
,Mount Healthy,11,10,1,,
,Mount Orab,6,6,0,,
,Mount Sterling,9,5,4,,
,Mount Vernon,28,26,2,,
,Munroe Falls,8,8,0,,
,Napoleon,22,16,6,,
,Nelsonville,8,8,0,,
,New Albany,21,15,6,,
,Newark,100,80,20,,
,New Boston,12,8,4,,
,New Bremen,6,6,0,,
,Newburgh Heights,5,2,3,,
,Newcomerstown,12,7,5,,
,New Franklin,16,12,4,,
,New Lebanon,8,8,0,,
,New Lexington,11,7,4,,
,New Paris,1,1,0,,
,New Philadelphia,26,22,4,,
,Newton Falls,10,7,3,,
,Newtown,6,6,0,,
,Niles,41,35,6,,
,North Baltimore,6,6,0,,
,North Canton,32,24,8,,
,North College Hill,15,14,1,,
,Northfield,6,6,0,,
,North Kingsville,5,5,0,,
,North Olmsted,74,57,17,,
,North Randall,15,13,2,,
,North Ridgeville,46,37,9,,
,North Royalton,57,37,20,,
,Northwood,28,21,7,,
,Norwalk,31,24,7,,
,Norwood,51,50,1,,
,Oak Harbor,8,5,3,,
,"Oakwood, Montgomery County",37,31,6,,
,Oakwood Village,15,13,2,,
,Oberlin,22,16,6,,
,Olmsted Falls,16,10,6,,
,Olmsted Township,26,22,4,,
,Ontario,21,17,4,,
,Oregon,60,47,13,,
,Orrville,18,14,4,,
,Orwell,6,5,1,,
,Ottawa,8,8,0,,
,Ottawa Hills,15,11,4,,
,Owensville,1,1,0,,
,Oxford,38,25,13,,
,Oxford Township,3,3,0,,
,Painesville,40,36,4,,
,Parma,128,84,44,,
,Parma Heights,41,34,7,,
,Pataskala,21,20,1,,
,Paulding,5,4,1,,
,Payne,1,1,0,,
,Peebles,1,1,0,,
,Pepper Pike,27,20,7,,
,Perkins Township,30,24,6,,
,Perrysburg,39,30,9,,
,"Perry Township, Franklin County",11,10,1,,
,"Perry Township, Montgomery County",4,4,0,,
,"Perry Township, Stark County",23,18,5,,
,Perrysville,2,2,0,,
,Pickerington,34,24,10,,
,Pierce Township,15,15,0,,
,Piqua,40,34,6,,
,Plain City,9,9,0,,
,Poland Township,13,11,2,,
,Poland Village,6,6,0,,
,Pomeroy,11,7,4,,
,Port Clinton,18,13,5,,
,Powell,18,17,1,,
,Ravenna,32,24,8,,
,Reading,23,19,4,,
,Reminderville,8,8,0,,
,Reynoldsburg,65,52,13,,
,Richfield,23,17,6,,
,Richmond Heights,29,22,7,,
,Richwood,6,6,0,,
,Rittman,11,8,3,,
,Riverside,34,32,2,,
,Roaming Shores Village,2,2,0,,
,Rockford,2,2,0,,
,Roseville,3,3,0,,
,Rossford,14,13,1,,
,Russell Township,8,7,1,,
,Russellville,1,1,0,,
,Sagamore Hills,13,10,3,,
,Salem,25,24,1,,
,Saline Township,5,5,0,,
,Sandusky,62,52,10,,
,Sebring,11,7,4,,
,Seven Hills,19,18,1,,
,Seville,9,8,1,,
,Shadyside,10,6,4,,
,Shaker Heights,100,72,28,,
,Sharon Township,10,10,0,,
,Sharonville,48,38,10,,
,Shawnee Hills,2,2,0,,
,Shawnee Township,14,9,5,,
,Sheffield Lake,16,12,4,,
,Shelby,19,15,4,,
,Sidney,52,40,12,,
,Silverton,13,10,3,,
,Smith Township,4,4,0,,
,Smithville,3,3,0,,
,Solon,64,46,18,,
,Somerset,2,2,0,,
,South Bloomfield,3,3,0,,
,South Euclid,49,37,12,,
,South Russell,9,9,0,,
,South Zanesville,3,3,0,,
,Spencer,3,3,0,,
,Spencerville,4,4,0,,
,Springboro,29,23,6,,
,Springdale,47,38,9,,
,Springfield,140,120,20,,
,"Springfield Township, Hamilton County",56,49,7,,
,"Springfield Township, Mahoning County",7,7,0,,
,"Springfield Township, Summit County",18,16,2,,
,St. Bernard,14,13,1,,
,Steubenville,54,45,9,,
,St. Henry,2,2,0,,
,St. Marys,19,15,4,,
,Stow,48,38,10,,
,St. Paris,4,4,0,,
,Streetsboro,30,23,7,,
,Strongsville,97,76,21,,
,Sycamore,1,1,0,,
,Sylvania,40,33,7,,
,Tallmadge,38,27,11,,
,Terrace Park,6,6,0,,
,Tiffin,42,29,13,,
,Tipp City,21,18,3,,
,Toledo,815,690,125,,
,Toronto,10,10,0,,
,Trenton,17,13,4,,
,Trotwood,48,44,4,,
,Twinsburg,46,34,12,,
,Uhrichsville,8,8,0,,
,Union City,4,4,0,,
,Uniontown,9,7,2,,
,"Union Township, Clermont County",68,53,15,,
,"Union Township, Licking County",2,2,0,,
,University Heights,34,28,6,,
,Upper Arlington,62,49,13,,
,Urbana,22,22,0,,
,Utica,9,4,5,,
,Valley View,20,18,2,,
,Vandalia,40,31,9,,
,Van Wert,31,23,8,,
,Vermilion,23,18,5,,
,Wadsworth,38,29,9,,
,Waite Hill,5,5,0,,
,Walbridge,5,4,1,,
,Walton Hills,20,15,5,,
,Wapakoneta,19,14,5,,
,Warren,101,82,19,,
,Warrensville Heights,47,36,11,,
,Warren Township,8,8,0,,
,Washington Court House,27,21,6,,
,Waterville Township,5,5,0,,
,Wauseon,16,14,2,,
,Waynesburg,1,1,0,,
,Waynesville,4,4,0,,
,Wellington,8,6,2,,
,Wells Township,12,11,1,,
,Wellsville,7,7,0,,
,West Carrollton,32,25,7,,
,West Chester Township,105,82,23,,
,Westerville,85,71,14,,
,West Jefferson,13,10,3,,
,Westlake,69,51,18,,
,West Liberty,3,3,0,,
,Whitehall,51,42,9,,
,Wickliffe,40,31,9,,
,Willard,16,13,3,,
,Williamsburg,5,5,0,,
,Willoughby,59,44,15,,
,Willoughby Hills,25,18,7,,
,Willowick,35,25,10,,
,Wilmington,26,24,2,,
,Wintersville,9,8,1,,
,Woodlawn,16,15,1,,
,Woodsfield,6,6,0,,
,Woodville,5,5,0,,
,Wooster,43,38,5,,
,Wyoming,19,16,3,,
,Xenia,69,45,24,,
,Youngstown,217,178,39,,
,Zanesville,90,55,35,,
OKLAHOMA,Achille,5,3,2,,
,Ada,40,34,6,,
,Agra,1,1,0,,
,Altus,58,39,19,,
,Alva,10,9,1,,
,Anadarko,16,11,5,,
,Antlers,10,6,4,,
,Apache,3,3,0,,
,Ardmore,56,48,8,,
,Arkoma,7,3,4,,
,Atoka,15,14,1,,
,Bartlesville,75,50,25,,
,Beaver,2,2,0,,
,Beggs,6,3,3,,
,Bethany,35,28,7,,
,Bixby,33,23,10,,
,Blackwell,22,15,7,,
,Blanchard,18,14,4,,
,Boise City,3,3,0,,
,Boley,1,1,0,,
,Bristow,14,9,5,,
,Broken Arrow,171,123,48,,
,Broken Bow,18,13,5,,
,Caddo,3,3,0,,
,Calera,10,9,1,,
,Carnegie,8,4,4,,
,Catoosa,17,16,1,,
,Chandler,15,8,7,,
,Checotah,13,11,2,,
,Chelsea,9,6,3,,
,Cherokee,3,3,0,,
,Chickasha,37,27,10,,
,Choctaw,16,14,2,,
,Chouteau,8,7,1,,
,Claremore,52,37,15,,
,Clayton,6,3,3,,
,Cleveland,6,6,0,,
,Clinton,24,14,10,,
,Coalgate,6,6,0,,
,Colbert,5,5,0,,
,Collinsville,14,9,5,,
,Comanche,4,4,0,,
,Cordell,9,6,3,,
,Coweta,19,13,6,,
,Crescent,7,4,3,,
,Cushing,22,15,7,,
,Davenport,2,2,0,,
,Davis,14,10,4,,
,Del City,39,30,9,,
,Dewey,10,8,2,,
,Drumright,5,5,0,,
,Duncan,49,42,7,,
,Durant,43,32,11,,
,Edmond,141,112,29,,
,Elk City,37,25,12,,
,El Reno,33,23,10,,
,Enid,108,91,17,,
,Eufaula,14,11,3,,
,Fairfax,5,2,3,,
,Fairview,7,4,3,,
,Fort Gibson,16,11,5,,
,Frederick,17,9,8,,
,Geary,9,5,4,,
,Glenpool,21,14,7,,
,Goodwell,3,3,0,,
,Grove,25,18,7,,
,Guthrie,24,19,5,,
,Guymon,25,17,8,,
,Harrah,11,11,0,,
,Hartshorne,5,5,0,,
,Haskell,6,6,0,,
,Healdton,8,4,4,,
,Heavener,12,8,4,,
,Henryetta,17,12,5,,
,Hinton,4,4,0,,
,Hobart,13,7,6,,
,Holdenville,11,8,3,,
,Hollis,9,5,4,,
,Hominy,11,6,5,,
,Hooker,4,4,0,,
,Hugo,18,12,6,,
,Hulbert,4,3,1,,
,Hydro,2,2,0,,
,Idabel,24,18,6,,
,Jay,11,6,5,,
,Jenks,20,14,6,,
,Jones,5,5,0,,
,Kingfisher,10,8,2,,
,Kingston,7,7,0,,
,Konawa,6,5,1,,
,Krebs,6,6,0,,
,Lawton,214,159,55,,
,Lexington,11,6,5,,
,Lindsay,11,7,4,,
,Locust Grove,10,6,4,,
,Lone Grove,9,6,3,,
,Luther,5,5,0,,
,Madill,13,11,2,,
,Mangum,10,6,4,,
,Mannford,11,8,3,,
,Marietta,5,4,1,,
,Marlow,13,10,3,,
,Maysville,5,4,1,,
,McAlester,59,46,13,,
,McLoud,11,6,5,,
,Meeker,4,4,0,,
,Miami,43,31,12,,
,Midwest City,117,93,24,,
,Minco,4,4,0,,
,Moore,75,69,6,,
,Mooreland,2,2,0,,
,Morris,4,4,0,,
,Mountain View,3,3,0,,
,Muldrow,8,8,0,,
,Muskogee,111,89,22,,
,Mustang,26,19,7,,
,Newcastle,20,14,6,,
,Newkirk,8,6,2,,
,Nichols Hills,17,13,4,,
,Nicoma Park,6,5,1,,
,Noble,14,10,4,,
,Norman,181,129,52,,
,Nowata,8,6,2,,
,Oilton,4,4,0,,
,Okemah,11,7,4,,
,Oklahoma City,"1,233",994,239,,
,Okmulgee,28,27,1,,
,Oologah,4,4,0,,
,Owasso,56,40,16,,
,Pauls Valley,20,14,6,,
,Pawhuska,13,7,6,,
,Pawnee,6,6,0,,
,Perkins,6,6,0,,
,Perry,18,10,8,,
,Piedmont,11,9,2,,
,Pocola,8,5,3,,
,Ponca City,62,50,12,,
,Porum,2,2,0,,
,Poteau,34,27,7,,
,Prague,9,6,3,,
,Pryor,25,19,6,,
,Purcell,18,18,0,,
,Ringling,1,1,0,,
,Roland,14,9,5,,
,Rush Springs,3,3,0,,
,Sallisaw,31,21,10,,
,Sand Springs,43,30,13,,
,Sapulpa,58,46,12,,
,Sayre,10,6,4,,
,Seiling,2,2,0,,
,Seminole,15,12,3,,
,Shawnee,71,49,22,,
,Skiatook,19,14,5,,
,Snyder,3,3,0,,
,Spencer,9,7,2,,
,Spiro,3,3,0,,
,Stigler,13,8,5,,
,Stillwater,107,72,35,,
,Stilwell,20,13,7,,
,Stratford,3,3,0,,
,Stringtown,7,6,1,,
,Stroud,14,9,5,,
,Sulphur,15,11,4,,
,Tahlequah,42,28,14,,
,Talihina,10,5,5,,
,Tecumseh,16,11,5,,
,Texhoma,2,2,0,,
,The Village,27,21,6,,
,Tishomingo,7,6,1,,
,Tonkawa,11,8,3,,
,Tulsa,952,816,136,,
,Tushka,3,3,0,,
,Tuttle,15,10,5,,
,Valliant,7,4,3,,
,Vian,4,4,0,,
,Vinita,21,16,5,,
,Wagoner,18,13,5,,
,Walters,4,4,0,,
,Warner,3,3,0,,
,Warr Acres,26,21,5,,
,Watonga,11,8,3,,
,Waukomis,3,3,0,,
,Waurika,2,2,0,,
,Waynoka,4,4,0,,
,Weatherford,31,20,11,,
,Weleetka,9,3,6,,
,Westville,11,7,4,,
,Wetumka,5,5,0,,
,Wewoka,11,8,3,,
,Wilburton,7,6,1,,
,Wilson,5,3,2,,
,Woodward,33,24,9,,
,Wright City,2,2,0,,
,Wynnewood,5,4,1,,
,Yale,7,7,0,,
,Yukon,50,34,16,,
OREGON,Albany,92,62,30,,
,Amity,2,2,0,,
,Ashland,38,30,8,,
,Astoria,25,16,9,,
,Athena,2,2,0,,
,Aumsville,5,4,1,,
,Aurora,2,2,0,,
,Baker City,17,15,2,,
,Bandon,8,7,1,,
,Banks,3,3,0,,
,Beaverton,149,120,29,,
,Bend,105,81,24,,
,Black Butte,7,6,1,,
,Boardman,8,7,1,,
,Brookings,20,13,7,,
,Burns,4,4,0,,
,Canby,30,25,5,,
,Cannon Beach,9,8,1,,
,Carlton,3,3,0,,
,Central Point,28,23,5,,
,Clatskanie,6,5,1,,
,Coburg,6,5,1,,
,Condon,2,1,1,,
,Coos Bay,32,22,10,,
,Coquille,7,6,1,,
,Cornelius,13,13,0,,
,Corvallis,71,48,23,,
,Cottage Grove,24,17,7,,
,Culver,1,1,0,,
,Dallas,20,19,1,,
,Eagle Point,15,13,2,,
,Elgin,3,3,0,,
,Enterprise,4,4,0,,
,Eugene,292,178,114,,
,Fairview,13,12,1,,
,Florence,23,15,8,,
,Forest Grove,30,28,2,,
,Gearhart,3,3,0,,
,Gervais,4,4,0,,
,Gladstone,18,16,2,,
,Gold Beach,5,4,1,,
,Grants Pass,67,42,25,,
,Gresham,159,119,40,,
,Hermiston,34,23,11,,
,Hillsboro,150,115,35,,
,Hines,3,3,0,,
,Hood River,17,15,2,,
,Hubbard,6,5,1,,
,Independence,15,13,2,,
,Jacksonville,5,4,1,,
,John Day,9,4,5,,
,Junction City,14,9,5,,
,Keizer,48,40,8,,
,King City,5,5,0,,
,Klamath Falls,45,40,5,,
,La Grande,33,18,15,,
,Lake Oswego,70,40,30,,
,Lakeview,6,6,0,,
,Lebanon,34,22,12,,
,Lincoln City,26,18,8,,
,Madras,10,9,1,,
,Malin,1,1,0,,
,Manzanita,3,3,0,,
,McMinnville,39,32,7,,
,Medford,151,98,53,,
,Milton-Freewater,17,11,6,,
,Milwaukie,37,33,4,,
,Molalla,15,12,3,,
,Monmouth,14,12,2,,
,Mount Angel,7,6,1,,
,Myrtle Creek,10,8,2,,
,Myrtle Point,6,6,0,,
,Newberg-Dundee,41,28,13,,
,Newport,23,19,4,,
,North Bend,24,17,7,,
,North Plains,2,2,0,,
,Nyssa,7,7,0,,
,Oakridge,11,6,5,,
,Ontario,29,22,7,,
,Oregon City,40,33,7,,
,Pendleton,26,23,3,,
,Philomath,9,8,1,,
,Phoenix,8,6,2,,
,Pilot Rock,2,2,0,,
,Prairie City,1,1,0,,
,Prineville,28,17,11,,
,Rainier,7,6,1,,
,Redmond,48,33,15,,
,Reedsport,15,10,5,,
,Rockaway Beach,2,2,0,,
,Rogue River,6,5,1,,
,Roseburg,39,35,4,,
,Salem,290,185,105,,
,Sandy,13,11,2,,
,Scappoose,10,9,1,,
,Seaside,27,20,7,,
,Shady Cove,4,3,1,,
,Sherwood,25,22,3,,
,Silverton,16,15,1,,
,Springfield,109,71,38,,
,Stanfield,4,4,0,,
,Stayton,18,15,3,,
,St. Helens,19,17,2,,
,Sunriver,12,11,1,,
,Sutherlin,15,13,2,,
,Sweet Home,22,15,7,,
,Talent,10,8,2,,
,The Dalles,21,19,2,,
,Tigard,80,64,16,,
,Tillamook,13,10,3,,
,Toledo,13,8,5,,
,Troutdale,25,21,4,,
,Tualatin,44,36,8,,
,Turner,3,3,0,,
,Umatilla,11,9,2,,
,Vernonia,5,5,0,,
,Warrenton,9,8,1,,
,West Linn,33,27,6,,
,Weston,1,1,0,,
,Winston,8,7,1,,
,Woodburn,40,31,9,,
,Yamhill,2,2,0,,
PENNSYLVANIA,Abington Township,116,91,25,,
,"Adams Township, Butler County",5,5,0,,
,Akron,4,4,0,,
,Albion,1,1,0,,
,Aldan,4,4,0,,
,Aliquippa,18,18,0,,
,"Allegheny Township, Blair County",5,5,0,,
,"Allegheny Township, Westmoreland County",9,8,1,,
,Allentown,277,191,86,,
,Altoona,74,66,8,,
,Ambler,14,12,2,,
,Ambridge,12,12,0,,
,Amity Township,14,13,1,,
,Arnold,12,11,1,,
,Ashland,5,5,0,,
,Ashley,2,2,0,,
,Aspinwall,7,6,1,,
,Aston Township,18,16,2,,
,Athens,7,6,1,,
,Athens Township,10,9,1,,
,Auburn,1,1,0,,
,Avalon,6,6,0,,
,Baldwin Township,5,5,0,,
,Bally,2,2,0,,
,Bangor,10,9,1,,
,Barrett Township,6,6,0,,
,Beaver,10,8,2,,
,Beaver Falls,19,18,1,,
,Bedford,5,5,0,,
,Bedminster Township,6,5,1,,
,Bell Acres,4,4,0,,
,Bellefonte,11,9,2,,
,Bellevue,16,13,3,,
,Bellwood,2,2,0,,
,Bensalem Township,100,77,23,,
,Berks-Lehigh Regional,27,26,1,,
,Bern Township,13,13,0,,
,Berwick,14,13,1,,
,Bessemer,1,1,0,,
,Bethel Park,44,38,6,,
,"Bethel Township, Berks County",2,2,0,,
,Bethlehem Township,36,34,2,,
,Biglerville,2,2,0,,
,Birdsboro,8,7,1,,
,Birmingham Township,4,4,0,,
,Blairsville,6,6,0,,
,Blair Township,4,4,0,,
,Blakely,3,3,0,,
,Blawnox,4,4,0,,
,Bloomsburg Town,19,15,4,,
,Boyertown,8,7,1,,
,Brackenridge,4,4,0,,
,Braddock Hills,1,1,0,,
,Bradford,22,22,0,,
,Bradford Township,5,5,0,,
,Brandywine Regional,17,16,1,,
,"Brecknock Township, Berks County",6,6,0,,
,Brentwood,17,15,2,,
,Bridgeport,10,9,1,,
,Bridgeville,10,9,1,,
,Bridgewater,2,2,0,,
,Brighton Township,6,6,0,,
,Bristol,15,13,2,,
,Bristol Township,81,69,12,,
,Brockway,2,2,0,,
,Brookhaven,9,8,1,,
,Brookville,6,5,1,,
,Brownsville,3,3,0,,
,Bryn Athyn,5,5,0,,
,Buckingham Township,23,21,2,,
,Buffalo Township,5,5,0,,
,Burgettstown,1,1,0,,
,Bushkill Township,12,10,2,,
,Butler,23,22,1,,
,"Butler Township, Butler County",23,21,2,,
,"Butler Township, Luzerne County",10,9,1,,
,California,8,7,1,,
,Caln Township,22,20,2,,
,Cambria Township,4,4,0,,
